what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1328248457968
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1328248457968
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1328248457968
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1328248457968
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1328248457968
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1328248457984
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1328248458000
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1328248458000
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1328248458000
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1328248458000
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1328248458000
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1328248458000
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1328248458000
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1328248458000
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1328248458000
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1328248458000
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1328248458000
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1328248458000
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1328248458000
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1328248458000
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1328248458000
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1328248458015
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1328248458015
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1328248458015
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1328248458015
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1328248458015
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1328248458015
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1328248458015
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1328248458015
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1328248458015
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1328248458015
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1328248458015
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1328248458015
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1328248458015
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1328248458015
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1328248458015
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1328248458015
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1328248458015
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1328248458015
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328248458015
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1328248458015
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328248458015
started,bundle,com.altera.sbtgui.integration,11.1.0.216,"com.altera.sbtgui.integration",1328248458015
started,bundle,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch",1328248458015
started,bundle,com.altera.sbtgui.project,11.1.0.216,"com.altera.sbtgui.project",1328248458015
started,bundle,com.altera.sbtgui.ui,11.1.0.216,"com.altera.sbtgui.ui",1328248458031
started,bundle,com.altera.systemconsole,11.1.0.216,"com.altera.systemconsole",1328248458031
started,bundle,com.altera.utilities,11.1.0.216,"com.altera.utilities",1328248458031
os,sysinfo,,,"win32",1328248458031
arch,sysinfo,,,"x86",1328248458031
ws,sysinfo,,,"win32",1328248458031
locale,sysinfo,,,"zh_CN",1328248458031
processors,sysinfo,,,"4",1328248458031
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328248458031
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1328248458031
java.specification.name,sysinfo,,,"Java Platform API Specification",1328248458031
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328248458031
java.specification.version,sysinfo,,,"1.6",1328248458031
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1328248458031
java.version,sysinfo,,,"1.6.0_23",1328248458031
java.vm.info,sysinfo,,,"mixed mode",1328248458031
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1328248458031
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328248458031
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328248458031
java.vm.specification.version,sysinfo,,,"1.0",1328248458031
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1328248458031
java.vm.version,sysinfo,,,"19.0-b09",1328248458031
started,bundle,com.altera.sbtgui.core,11.1.0.216,"com.altera.sbtgui.core",1328248459625
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328248459703
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1328248459828
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1328248459875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248460281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1328248492781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248495875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248502328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248505609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248508968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1328248511656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248542359
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1328248547546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248548250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248548375
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1328248549453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248556500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248569968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248573062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248574421
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1328248578578
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1328248578625
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1328248579078
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1328248579093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248582015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248627593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248632828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248640031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248646828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248727296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248728671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248729765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248739828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248744687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248754843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1328248757000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248757359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248759031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248759625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248763000
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1328248766921
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328248773203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248775531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248778953
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1328248783234
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1328248783312
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1328248783484
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328248783562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248784078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248789875
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328248795265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248801531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248891312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248894078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328248897015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249329265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249349031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249349218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249349781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249350437
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328249351937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249356406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249359468
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1328249366093
started,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.216,"com.altera.debug.cdi.gdb.plugin",1328249376046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249376187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249404046
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1328249404109
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1328249407156
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1328249407531
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1328249407531
opened,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1328249409015
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1328249409281
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1328249409312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249424656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249456812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249461953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249485109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249487203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249509562
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1328249511765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1328249513406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249517984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249595828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249608640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249611671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249611781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249612625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249613765
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1328249613875
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1328249614000
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1328249614218
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.216,"com.altera.debug.cdi.gdb.plugin",1328249614218
stopped,bundle,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch",1328249615218
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1328249615218
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1328249615234
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1328249615250
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1328249615250
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1328249615250
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1328249615250
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1328249615250
stopped,bundle,com.altera.sbtgui.ui,11.1.0.216,"com.altera.sbtgui.ui",1328249615250
stopped,bundle,com.altera.sbtgui.project,11.1.0.216,"com.altera.sbtgui.project",1328249615250
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1328249615250
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1328249615250
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1328249615250
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1328249615250
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1328249615250
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1328249615328
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1328249615328
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1328249615328
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1328249615328
stopped,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1328249615328
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1328249615328
stopped,bundle,com.altera.sbtgui.flash.plugin,11.1.0.216,"com.altera.sbtgui.flash.plugin",1328249615328
stopped,bundle,com.altera.sbtgui.gprof,11.1.0.216,"com.altera.sbtgui.gprof",1328249615343
stopped,bundle,com.altera.sbtgui.core,11.1.0.216,"com.altera.sbtgui.core",1328249615343
stopped,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1328249615343
stopped,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1328249615343
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1328249615343
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1328249615343
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1328249615343
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1328249615343
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1328249615343
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1328249615343
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1328249615343
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1328249615343
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1328249615390
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1328249615421
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1328249615421
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1328254610250
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1328254610250
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1328254610250
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1328254610250
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1328254610250
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1328254610250
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1328254610250
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1328254610265
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1328254610265
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1328254610265
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1328254610265
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1328254610265
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1328254610265
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1328254610265
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1328254610265
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1328254610265
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1328254610265
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1328254610265
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1328254610265
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1328254610265
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1328254610265
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1328254610265
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1328254610265
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1328254610265
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1328254610265
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1328254610281
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1328254610281
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1328254610281
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1328254610281
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1328254610281
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1328254610281
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1328254610281
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1328254610281
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1328254610281
